date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:28:27	4691/4691	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:28:27%20GMT	http://www.devitis.com/viewimage.asp?show_what=46	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimageb17c.html	(from http://www.devitis.com/)
00:28:28	4914/4914	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/7262004104644.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/7262004104644.low.jpg	(from http://www.devitis.com/)
00:28:29	4708/4708	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:28:28%20GMT	http://www.devitis.com/viewimage.asp?show_what=47	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimageaab6.html	(from http://www.devitis.com/)
00:28:30	5644/5644	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/7262004105010.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/7262004105010.low.jpg	(from http://www.devitis.com/)
00:28:30	4767/4767	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:28:30%20GMT	http://www.devitis.com/viewimage.asp?show_what=48	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage27a0.html	(from http://www.devitis.com/)
00:28:32	6678/6678	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/7262004124647.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/7262004124647.low.jpg	(from http://www.devitis.com/)
00:28:32	4729/4729	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:28:32%20GMT	http://www.devitis.com/viewimage.asp?show_what=49	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage999b.html	(from http://www.devitis.com/)
00:28:33	127696/127696	---M--	200	added ('OK')	image/jpeg	etag:%2202cac5f3f8ca1:0%22	http://www.devitis.com/tourimage/1182006101932.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/tourimage/1182006101932.jpg	(from )
00:28:33	6444/6444	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/7262004125049.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/7262004125049.low.jpg	(from http://www.devitis.com/)
00:28:33	4749/4749	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:28:33%20GMT	http://www.devitis.com/viewimage.asp?show_what=50	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage0c6d.html	(from http://www.devitis.com/)
00:28:34	4726/4726	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:28:33%20GMT	http://www.devitis.com/viewimage.asp?show_what=51	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimageab59.html	(from http://www.devitis.com/)
00:28:35	7204/7204	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/7262004125441.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/7262004125441.low.jpg	(from http://www.devitis.com/)
00:28:35	4730/4730	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:28:35%20GMT	http://www.devitis.com/viewimage.asp?show_what=52	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage4c81.html	(from http://www.devitis.com/)
00:28:35	6819/6819	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/7262004125811.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/7262004125811.low.jpg	(from http://www.devitis.com/)
00:28:35	4729/4729	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:28:35%20GMT	http://www.devitis.com/viewimage.asp?show_what=53	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage4a0c.html	(from http://www.devitis.com/)
00:28:36	6755/6755	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/726200415539.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/726200415539.low.jpg	(from http://www.devitis.com/)
00:28:36	4623/4623	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/7272004132247.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/7272004132247.low.jpg	(from http://www.devitis.com/)
00:28:36	110674/110674	---M--	200	added ('OK')	image/jpeg	etag:%22072cde8f3f8ca1:0%22	http://www.devitis.com/tourimage/126200612469.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/tourimage/126200612469.jpg	(from )
00:28:36	108157/108157	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/tourimage/11152006104925.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/tourimage/11152006104925.jpg	(from )
00:28:37	4702/4702	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:28:37%20GMT	http://www.devitis.com/viewimage.asp?show_what=54	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage7b34.html	(from http://www.devitis.com/)
00:28:37	6819/6819	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/2142005142014.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/2142005142014.low.jpg	(from http://www.devitis.com/)
00:28:37	4686/4686	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:28:37%20GMT	http://www.devitis.com/viewimage.asp?show_what=55	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage9285.html	(from http://www.devitis.com/)
00:28:37	5421/5421	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/2142005142229.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/2142005142229.low.jpg	(from http://www.devitis.com/)
00:28:38	4696/4696	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:28:37%20GMT	http://www.devitis.com/viewimage.asp?show_what=56	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage0c00.html	(from http://www.devitis.com/)
00:28:38	7078/7078	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/2142005142519.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/2142005142519.low.jpg	(from http://www.devitis.com/)
00:28:39	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2029%20Nov%202012%2005:28:39%20GMT	http://www.devitis.com/tourimage/default.gif	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/tourimage/default.34.delayed	(from http://www.devitis.com/)
00:28:53	113705/113705	---M--	200	added ('OK')	image/jpeg	etag:%22072cde8f3f8ca1:0%22	http://www.devitis.com/tourimage/1262006125648.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/tourimage/1262006125648.jpg	(from http://www.devitis.com/)
00:28:58	120096/120096	---M--	200	added ('OK')	image/jpeg	etag:%2202cac5f3f8ca1:0%22	http://www.devitis.com/tourimage/119200694117.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/tourimage/119200694117.jpg	(from http://www.devitis.com/)
00:28:58	113540/113540	---M--	200	added ('OK')	image/jpeg	etag:%2202cac5f3f8ca1:0%22	http://www.devitis.com/tourimage/11920069219.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/tourimage/11920069219.jpg	(from http://www.devitis.com/)
00:28:58	120300/120300	---M--	200	added ('OK')	image/jpeg	etag:%2202cac5f3f8ca1:0%22	http://www.devitis.com/tourimage/119200694429.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/tourimage/119200694429.jpg	(from http://www.devitis.com/)
00:29:12	119333/119333	---M--	200	added ('OK')	image/jpeg	etag:%22072cde8f3f8ca1:0%22	http://www.devitis.com/tourimage/126200612196.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/tourimage/126200612196.jpg	(from http://www.devitis.com/)
00:29:13	18630/18630	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:13%20GMT	http://www.devitis.com/devitis.asp?ID=&get=gallery&devitis:next=1	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/devitis2c40.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:14	4662/4662	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:13%20GMT	http://www.devitis.com/viewimage.asp?show_what=61	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimagefa3e.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:15	5992/5992	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/1182006101932.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/1182006101932.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:15	4665/4665	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:14%20GMT	http://www.devitis.com/viewimage.asp?show_what=62	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage5816.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:16	5525/5525	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/118200610246.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/118200610246.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:16	4659/4659	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:16%20GMT	http://www.devitis.com/viewimage.asp?show_what=63	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage5f29.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:17	114816/114816	---M--	200	added ('OK')	image/jpeg	etag:%22072cde8f3f8ca1:0%22	http://www.devitis.com/tourimage/126200612824.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/tourimage/126200612824.jpg	(from http://www.devitis.com/)
00:29:17	4950/4950	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/119200684734.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/119200684734.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:18	4669/4669	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:16%20GMT	http://www.devitis.com/viewimage.asp?show_what=64	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage2a13.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:18	120045/120045	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/tourimage/11152006105944.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/tourimage/11152006105944.jpg	(from http://www.devitis.com/)
00:29:18	4653/4653	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:18%20GMT	http://www.devitis.com/viewimage.asp?show_what=65	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage56c1.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:19	5633/5633	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/119200685151.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/119200685151.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:19	4664/4664	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:18%20GMT	http://www.devitis.com/viewimage.asp?show_what=66	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage47fa.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:19	125207/125207	---M--	200	added ('OK')	image/jpeg	etag:%22072cde8f3f8ca1:0%22	http://www.devitis.com/tourimage/1262006121159.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/tourimage/1262006121159.jpg	(from http://www.devitis.com/)
00:29:19	5684/5684	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/11920068541.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/11920068541.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:19	4483/4483	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/119200685624.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/119200685624.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:19	4673/4673	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:19%20GMT	http://www.devitis.com/viewimage.asp?show_what=67	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimagecb81.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:20	5196/5196	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/119200685910.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/119200685910.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:20	4665/4665	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:19%20GMT	http://www.devitis.com/viewimage.asp?show_what=68	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimagead45.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:20	4869/4869	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/11920069219.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/11920069219.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:20	4661/4661	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:20%20GMT	http://www.devitis.com/viewimage.asp?show_what=69	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage716b.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:20	5881/5881	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/11920069517.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/11920069517.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:21	4657/4657	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:20%20GMT	http://www.devitis.com/viewimage.asp?show_what=70	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage7d6c.html	(from http://www.devitis.com/devitis.asp?get=gallery)
